Date,Time,Stretcher Pts hrly,Stretcher Pts cum,Ambulatory Pts hrly,Ambulatory Pts cum,Total Inflow hrly,Total Inflow cum,Ambulances hrly,Ambulances cum,FLS hrly,Adm. requests cum,Admissions cum,Pts.waiting for admission CUM,Total Stretcher pts,Triage hallway pts,Triage hallway pts TBS,Re-Oriented Nurse cum,Re-Oriented MD QTrack D/C,Re-Oriented MD QTrack NotD/C,Resus Pts,Totalpts in PODs except Psych,Green Pts,Green Pts TBS,Yellow PTS,Yellow Pts TBS,Orancge Pts except psych,Orange Pts TBS,Consults > 2h in PODS except IM,Consult for IM >4h in PODS,Plain films reqs > 2 h in PODs,CTs reqs > 2 h in PODs,Post POD (Family room),Stretcher Pts in Vertical,Stretcher Pts TBS in Vertical,Stretcher Pts in Vertical on Lazyboy,Vertical Pts Waiting for Results,Ambulatory Pts in Vertical,Ambulatory Pts TBS in Vertical,QTrack Patients TBS,GARAGE patient TBS,Consults > 2h in Vertical Except IM,Consult for IM >4h in Vertical,Plain films reqs > 2 hr in Vertical,CTs reqs > 2 hrs in Vertical,Psych Stretcher Pts1pt,Psych pts waiting for admission
12/04/21,18,6,75,3,71,9,146,2,24,0,17,13,9,69,0,0,7,0,0,3,44,14,5,15,2,15,2,5,1,3,2,1,17,6,5,5,18,14,0.0,2.0,4,1,0,2,4,2
12/04/21,17,4,69,2,68,6,137,2,22,0,17,13,9,67,0,0,7,0,0,2,44,14,4,14,0,16,2,7,1,4,3,0,16,6,4,5,20,16,0.0,2.0,5,1,0,1,5,2
12/04/21,19,9,84,6,77,15,161,6,30,1,18,14,9,67,0,0,7,1,0,4,45,15,5,14,3,16,3,6,1,1,3,1,14,6,4,4,17,11,0.0,5.0,1,1,0,1,3,2
12/04/21,15,6,59,4,63,10,122,3,19,0,14,9,10,67,0,0,7,0,0,3,45,16,3,13,2,16,2,7,1,0,2,0,14,4,4,8,20,17,0.0,1.0,3,1,4,2,5,2
12/04/21,14,9,53,8,59,17,112,3,16,1,12,9,10,63,0,0,4,0,0,1,50,17,4,15,1,18,2,4,2,0,3,0,7,0,6,5,28,22,0.0,1.0,1,0,0,1,5,2
12/04/21,13,5,44,6,51,11,95,0,13,0,11,9,9,54,0,0,2,0,0,2,43,13,2,13,3,17,2,8,1,1,3,0,5,0,3,6,21,17,0.0,0.0,2,0,0,1,4,1
12/04/21,12,7,39,9,45,16,84,5,13,0,11,10,10,59,0,0,1,0,0,3,43,12,4,14,3,17,4,10,1,0,3,0,9,0,4,8,21,17,0.0,1.0,3,0,0,0,4,1
12/04/21,16,6,65,3,66,9,131,1,20,0,15,10,10,68,0,0,7,0,0,3,46,15,4,14,3,17,4,6,1,1,2,0,14,8,3,4,20,19,0.0,1.0,3,1,0,2,5,2
12/05/20,24,2,97,6,101,8,198,0,39,0,32,26,25,51,0,0,5,19,0,2,33,13,1,10,0,10,0,4,1,0,2,0,5,1,3,1,3,2,,,0,0,0,0,11,10
12/05/20,23,4,95,3,95,7,190,2,39,0,31,23,27,54,0,0,5,19,0,2,32,13,2,10,1,9,0,3,0,1,3,0,8,1,4,3,2,1,,,0,0,0,0,12,10
12/05/20,15,7,57,8,59,15,116,4,25,0,9,12,18,59,0,0,3,7,0,3,37,12,4,11,0,14,0,2,0,3,4,0,10,2,4,2,9,7,,,4,0,1,4,9,7
12/05/20,22,3,91,3,92,6,183,2,37,0,31,21,28,52,0,0,5,19,0,3,30,12,1,8,0,10,0,1,0,1,3,0,8,0,5,2,3,1,,,0,0,0,0,11,10
12/05/20,21,3,88,3,89,6,177,2,35,0,29,20,28,57,0,0,5,17,0,3,33,11,1,11,0,11,0,3,0,3,3,0,10,1,5,3,4,3,,,0,0,0,0,11,10
12/05/20,20,3,85,5,86,8,171,0,33,0,22,20,23,62,0,0,5,17,0,4,33,11,1,12,0,10,0,6,1,4,3,0,13,0,8,5,3,1,,,1,0,0,1,12,8
12/05/20,19,3,82,2,81,5,163,1,33,0,19,18,22,63,0,0,5,13,0,4,35,13,1,13,1,9,0,4,1,2,3,0,12,2,7,4,8,5,,,2,0,0,1,12,8
12/05/20,18,4,79,9,79,13,158,0,32,0,19,18,22,65,2,1,5,10,0,3,35,14,1,12,0,9,0,1,0,3,3,0,14,2,7,1,10,8,,,2,0,0,1,11,8
12/05/20,17,10,75,6,70,16,145,5,32,0,18,15,24,76,0,0,4,9,0,3,43,15,2,12,2,16,2,1,0,2,4,0,18,5,7,3,8,5,,,1,0,0,1,12,8
12/05/20,16,8,65,5,64,13,129,2,27,0,12,12,21,67,0,0,3,8,0,4,37,12,3,11,1,14,1,1,0,0,3,0,15,7,6,3,7,7,,,2,0,0,2,11,7
12/05/20,14,9,50,2,51,11,101,3,21,0,8,12,17,63,0,0,3,6,0,2,42,13,3,15,2,14,1,10,0,3,4,0,10,0,4,4,6,2,,,2,0,0,0,9,7
12/05/20,9,2,12,4,18,6,30,0,7,0,7,8,20,47,0,0,1,0,0,3,33,8,0,14,0,11,1,12,2,7,4,0,3,0,3,3,3,1,,,3,0,0,1,8,6
12/05/20,12,9,33,6,44,15,77,5,16,0,8,8,21,64,0,0,3,2,0,3,38,11,2,13,1,14,0,9,1,3,2,0,14,2,6,7,3,3,,,5,0,0,2,9,7
12/05/20,11,7,24,8,38,15,62,3,11,0,7,8,20,56,0,0,3,2,0,3,36,8,0,14,0,14,1,15,1,7,2,0,9,1,5,5,7,4,,,3,0,0,2,8,6
12/05/20,10,5,17,12,30,17,47,1,8,0,7,8,20,50,0,0,3,0,0,2,33,9,2,13,0,11,0,12,2,7,2,0,7,0,5,5,5,2,,,3,0,0,1,8,6
12/05/20,8,2,10,3,14,5,24,1,7,0,6,7,20,46,0,0,1,0,0,4,31,8,0,13,0,10,0,13,1,6,2,0,4,0,4,2,4,4,,,3,0,2,1,7,5
12/05/20,7,2,8,3,11,5,19,1,6,0,6,7,20,46,0,0,1,0,0,3,32,8,0,14,0,10,0,10,1,5,2,0,4,0,4,2,1,1,,,2,0,0,1,7,5
12/05/20,6,1,6,0,8,1,14,0,5,0,6,7,20,47,0,0,1,0,0,4,32,8,0,14,0,10,0,9,1,1,2,0,4,0,4,2,4,0,,,2,0,0,1,7,5
12/05/20,5,1,5,2,8,3,13,1,5,0,6,7,20,48,0,0,1,0,0,4,33,9,0,14,0,10,0,8,1,0,2,0,4,0,4,2,3,1,,,2,0,0,1,7,5
12/05/20,1,0,0,3,3,3,3,1,1,0,4,2,23,54,0,0,0,0,0,3,39,13,0,14,0,12,2,5,0,0,0,0,5,1,3,5,4,4,,,0,0,0,0,7,5
12/05/20,3,2,3,0,5,2,8,1,3,0,6,5,22,50,0,0,0,0,0,3,35,10,0,14,1,11,0,6,0,1,2,0,5,1,3,1,5,1,,,1,0,0,0,7,5
12/05/20,4,1,4,1,6,2,10,1,4,0,6,7,20,48,0,0,0,0,0,3,35,9,0,15,0,11,0,8,1,0,2,0,3,0,3,2,3,0,,,2,0,0,0,7,5
12/05/20,13,8,41,5,49,13,90,2,18,0,8,12,17,63,0,0,3,5,0,3,38,10,1,14,2,14,0,8,0,3,3,0,13,4,5,2,10,7,,,3,0,0,1,9,7
12/05/20,2,1,1,2,5,3,6,1,2,0,5,3,23,52,0,0,0,0,0,3,36,10,0,14,1,12,0,5,0,1,1,0,6,1,4,1,5,5,,,1,0,0,0,7,5
12/05/21,21,4,111,4,81,8,192,2,30,0,32,28,7,51,0,0,14,12,0,2,30,11,2,10,2,9,2,7,0,0,2,0,15,4,5,3,10,9,0.0,0.0,0,0,0,0,4,2
12/05/21,9,3,20,9,20,12,40,0,6,0,10,3,12,58,0,0,4,1,3,4,35,14,0,10,0,11,0,19,2,1,2,0,14,1,6,5,7,2,1.0,2.0,5,2,2,1,5,2
12/05/21,20,7,107,3,77,10,184,3,28,0,32,28,7,57,0,0,13,9,0,3,32,12,2,13,2,7,0,5,0,1,3,0,17,6,4,4,10,8,0.0,0.0,0,0,0,0,5,2
12/05/21,23,1,118,3,86,4,204,0,34,0,36,29,10,45,0,0,14,12,0,4,28,11,0,8,1,9,1,5,0,3,3,0,10,2,8,1,11,8,0.0,1.0,0,0,2,0,3,2
12/05/21,1,4,4,4,4,8,8,2,2,1,3,0,9,61,0,0,0,1,0,5,36,14,0,8,1,14,2,8,0,3,2,1,16,6,5,4,4,4,0.0,4.0,3,1,0,0,3,2
12/05/21,2,3,7,2,6,5,13,1,3,0,6,2,10,59,0,0,1,1,2,3,38,14,0,10,0,14,1,9,0,4,3,0,15,5,5,5,3,3,2.0,3.0,3,1,1,1,3,2
12/05/21,3,2,9,0,6,2,15,0,3,0,6,2,10,59,0,0,1,1,2,3,37,14,0,10,0,13,0,18,1,8,5,0,14,2,5,7,5,5,2.0,3.0,3,1,0,4,5,2
12/05/21,4,3,12,1,7,4,19,2,5,1,7,2,11,59,0,0,2,1,2,5,36,14,0,11,0,11,0,19,2,1,4,0,13,1,5,8,4,4,2.0,3.0,3,1,0,4,5,2
12/05/21,5,0,12,1,8,1,20,0,5,0,8,3,11,59,0,0,2,1,4,5,39,18,0,10,0,11,0,21,2,4,3,0,10,1,4,6,5,5,2.0,1.0,3,1,1,4,5,2
12/05/21,6,1,13,0,8,1,21,0,5,0,8,3,11,58,0,0,2,1,4,5,38,16,0,10,0,12,0,21,2,1,3,0,10,1,4,7,5,5,1.0,0.0,3,1,0,3,5,2
12/05/21,7,2,15,1,9,3,24,0,5,0,8,3,11,57,0,0,2,1,3,4,38,15,0,11,0,12,0,18,3,1,3,0,10,1,4,7,7,3,1.0,1.0,3,2,0,3,5,2
12/05/21,8,2,17,2,11,4,28,1,6,0,9,3,12,66,0,0,2,1,3,4,39,15,0,12,0,12,0,17,2,1,2,0,18,4,6,5,2,2,1.0,1.0,3,2,2,3,5,2
12/05/21,22,6,117,2,83,8,200,4,34,0,35,29,9,47,0,0,14,12,0,4,30,12,1,9,2,9,1,5,0,0,2,0,9,2,5,0,12,10,0.0,1.0,1,0,4,0,4,2
12/05/21,10,7,27,5,25,12,52,1,7,1,10,4,11,59,0,0,4,1,3,2,38,15,0,10,1,13,2,21,3,1,1,0,14,2,9,2,7,2,1.0,2.0,3,1,2,1,5,2
12/05/21,11,10,37,6,31,16,68,0,7,0,11,4,12,64,0,0,5,1,3,2,39,15,0,11,2,13,1,19,3,1,2,0,18,4,9,3,9,6,1.0,1.0,5,1,2,1,5,2
12/05/21,12,12,49,4,35,16,84,5,12,0,14,4,14,65,0,0,6,1,3,4,40,16,2,9,0,15,2,19,2,1,1,0,16,2,8,3,15,13,1.0,1.0,7,1,2,1,5,2
12/05/21,13,9,58,8,43,17,101,4,16,2,17,7,14,71,0,0,6,1,1,5,39,13,2,11,2,15,1,12,2,1,1,0,21,6,7,5,8,7,1.0,4.0,9,1,0,0,6,2
12/05/21,14,10,68,8,51,18,119,0,16,1,20,10,14,70,0,0,6,1,1,3,42,17,4,11,1,14,0,10,3,2,2,0,21,4,9,7,14,12,1.0,9.0,5,0,1,0,4,2
12/05/21,15,12,80,2,53,14,133,2,18,1,25,15,13,75,0,0,7,2,1,2,42,16,4,13,2,13,0,5,2,1,2,0,27,14,7,7,8,8,1.0,2.0,3,0,1,0,4,2
12/05/21,16,6,86,6,59,12,145,2,20,1,26,20,9,71,0,0,8,2,1,2,40,15,2,13,2,12,1,3,2,0,2,0,24,18,5,2,12,11,1.0,3.0,3,0,0,0,5,2
12/05/21,17,5,91,5,64,10,155,3,23,0,29,25,7,68,0,0,9,5,0,0,41,14,1,15,2,12,1,3,1,0,2,0,22,14,4,4,12,7,0.0,3.0,1,0,0,0,5,2
12/05/21,24,2,120,3,89,5,209,0,34,0,36,31,8,48,0,0,15,12,0,4,30,12,1,10,2,8,0,5,0,3,3,0,11,2,8,0,9,9,0.0,0.0,0,0,1,0,3,2
12/05/21,18,6,97,7,71,13,168,2,25,0,29,25,7,65,0,0,10,7,0,0,41,15,2,15,1,11,0,3,1,0,1,0,19,14,3,6,9,8,0.0,4.0,1,0,1,0,5,2
12/05/21,19,3,100,3,74,6,174,0,25,0,32,27,8,60,0,0,13,7,0,1,35,13,2,13,2,9,0,3,1,3,2,0,19,9,3,9,9,9,0.0,2.0,1,0,1,0,5,2
12/06/20,3,1,2,2,4,3,6,2,2,0,3,4,24,45,0,0,1,0,0,1,29,11,0,11,0,7,0,6,1,0,2,0,4,0,3,1,0,0,,,0,0,0,0,11,10
12/06/20,22,5,79,2,69,7,148,2,30,0,29,23,23,57,0,0,2,1,0,5,35,9,2,14,0,12,0,3,0,4,5,0,5,0,7,1,2,1,,,1,0,0,1,12,8
12/06/20,21,1,74,0,67,1,141,0,28,0,29,23,23,59,0,0,2,1,0,3,39,11,1,14,0,14,2,3,0,8,5,0,6,0,7,1,2,0,,,1,0,0,0,11,8
12/06/20,20,5,73,3,67,8,140,1,28,0,28,23,23,63,2,2,2,1,0,3,39,11,2,13,0,15,1,4,0,7,4,0,7,0,7,1,4,1,,,0,0,0,0,12,8
12/06/20,19,9,68,5,64,14,132,2,27,1,20,23,17,62,2,2,1,1,0,1,38,11,2,12,1,15,0,7,0,10,2,0,9,2,4,3,5,1,,,0,0,0,0,12,8
12/06/20,18,6,59,2,59,8,118,3,25,0,18,17,20,64,1,1,1,1,0,1,40,14,2,11,1,15,2,7,0,7,1,0,9,0,6,6,6,2,,,1,0,0,0,13,8
12/06/20,17,5,53,6,57,11,110,2,22,0,11,17,14,61,1,1,1,1,0,1,38,13,1,12,0,13,0,8,0,0,0,0,10,0,6,4,10,8,,,1,0,1,0,11,8
12/06/20,16,6,48,6,51,12,99,3,20,0,10,12,20,63,0,0,1,1,0,1,37,12,1,13,1,12,1,7,0,1,0,0,13,3,6,4,8,7,,,0,0,0,0,12,9
12/06/20,15,4,42,4,45,8,87,2,17,0,9,9,24,66,0,0,1,1,0,1,38,14,1,13,0,11,0,4,0,0,1,0,15,3,5,8,4,3,,,0,0,0,0,12,10
12/06/20,14,4,38,4,41,8,79,1,15,0,6,9,21,61,0,0,1,0,0,1,35,12,2,11,0,12,0,5,1,1,1,0,14,3,5,8,5,1,,,1,0,0,1,11,10
12/06/20,13,5,34,4,37,9,71,1,14,0,4,9,19,59,0,0,1,0,0,1,35,11,1,12,0,12,0,5,1,0,0,0,12,2,4,9,6,3,,,1,0,0,0,11,10
12/06/20,12,9,29,5,33,14,62,4,13,0,4,9,19,57,0,0,1,0,0,1,36,12,2,12,1,12,1,6,1,0,1,0,9,0,4,6,7,4,,,1,0,0,0,11,10
12/06/20,11,5,20,7,28,12,48,2,9,0,4,9,19,51,0,0,1,0,0,0,32,11,1,10,1,11,0,8,1,0,1,0,8,0,4,7,6,3,,,0,0,0,0,11,10
12/06/20,10,4,15,4,21,8,36,1,7,1,3,9,18,48,0,0,1,0,0,0,28,9,1,9,1,10,0,7,1,1,4,0,9,1,4,5,5,2,,,0,0,0,0,11,10
12/06/20,9,2,11,6,17,8,28,1,6,0,3,9,18,41,0,0,1,0,0,1,25,8,0,7,0,10,0,7,1,0,5,0,4,1,3,3,7,2,,,0,0,0,0,11,10
12/06/20,8,2,9,6,11,8,20,1,5,0,3,9,18,40,0,0,1,0,0,1,25,7,0,8,0,10,0,7,1,0,3,0,3,0,3,0,5,5,,,0,0,0,0,11,10
12/06/20,7,0,7,0,5,0,12,0,4,0,3,9,18,39,0,0,1,0,0,0,26,10,0,8,0,8,0,7,1,0,3,0,2,0,2,0,1,0,,,0,0,0,0,11,10
12/06/20,6,2,7,1,5,3,12,0,4,0,3,9,19,43,0,0,1,0,0,1,29,11,0,10,0,8,0,7,1,0,2,0,2,0,2,0,1,0,,,0,0,0,0,11,10
12/06/20,5,1,5,0,4,1,9,1,4,0,3,9,19,43,0,0,1,0,0,1,29,12,0,10,1,7,0,7,1,0,2,0,2,0,2,0,0,0,,,0,0,0,0,11,10
12/06/20,4,2,4,0,4,2,8,1,3,0,3,4,24,46,0,0,1,0,0,1,30,12,2,11,0,7,0,6,1,0,2,0,4,0,3,1,0,0,,,0,0,1,0,11,10
12/06/20,2,0,1,1,2,1,3,0,0,0,2,3,24,46,0,0,0,0,0,2,29,11,0,11,0,7,0,7,1,0,2,0,4,0,3,1,1,0,,,0,0,0,0,11,10
12/06/20,1,1,1,1,1,2,2,0,0,1,0,2,23,50,0,0,0,0,0,2,33,13,0,11,1,9,0,5,1,0,2,0,4,0,3,1,2,0,,,0,0,0,0,11,10
12/06/20,24,3,84,3,76,6,160,1,31,0,31,31,17,54,0,0,3,1,0,5,34,10,0,12,0,12,0,6,1,3,2,0,5,0,7,2,3,3,,,2,0,0,1,10,9
12/06/20,23,2,81,4,73,6,154,0,30,0,29,24,22,56,0,0,2,1,0,4,36,11,2,13,0,12,0,3,0,4,3,0,6,0,8,1,3,2,,,3,0,0,1,10,8
12/06/21,24,2,118,0,115,2,233,0,31,0,35,29,12,67,0,0,16,8,0,4,43,16,1,14,1,13,2,7,0,0,1,0,17,4,4,14,9,7,0.0,2.0,4,0,0,0,3,1
12/06/21,3,1,4,1,1,2,5,0,1,0,4,2,11,40,0,0,0,0,0,3,28,12,0,8,0,8,0,4,0,1,0,0,6,0,4,1,4,2,0.0,0.0,0,0,0,0,3,2
12/06/21,4,2,6,1,2,3,8,1,2,1,5,2,11,37,0,0,0,0,2,3,25,11,0,6,0,8,1,4,1,0,0,0,6,0,4,1,4,2,2.0,0.0,0,0,0,0,3,2
12/06/21,5,0,6,0,2,0,8,0,2,0,5,2,11,37,0,0,0,0,2,3,25,11,0,6,0,8,0,4,1,0,0,0,6,0,4,2,0,0,0.0,0.0,0,0,0,0,3,2
12/06/21,6,1,7,2,4,3,11,0,2,0,5,3,11,39,0,0,0,0,1,4,26,12,0,6,0,8,0,4,1,0,0,0,6,0,4,2,0,0,0.0,2.0,0,0,0,0,3,2
12/06/21,7,1,8,1,5,2,13,0,2,0,6,3,12,39,0,0,0,0,0,4,26,12,0,7,1,7,0,4,1,0,1,0,6,0,4,2,1,1,0.0,2.0,1,0,0,1,3,2
12/06/21,8,3,11,7,12,10,23,1,3,0,8,3,14,40,0,0,1,0,0,3,29,14,1,8,1,7,0,7,1,0,1,0,5,0,4,1,7,7,0.0,3.0,1,0,0,0,3,2
12/06/21,9,4,15,6,18,10,33,0,3,1,10,4,15,40,0,0,1,0,0,3,29,13,0,9,1,7,0,8,0,0,1,0,5,0,3,3,6,2,0.0,3.0,1,0,0,0,3,2
12/06/21,10,7,22,10,28,17,50,1,4,0,11,6,13,40,0,0,2,0,0,4,28,13,2,9,1,6,0,10,0,0,1,0,5,0,3,5,11,9,0.0,3.0,1,0,0,0,3,2
12/06/21,11,4,26,9,37,13,63,1,5,0,13,6,15,42,0,0,3,1,0,5,26,12,0,8,0,6,0,9,0,0,1,0,7,0,4,5,8,3,0.0,2.0,1,0,0,0,4,3
12/06/21,12,9,35,12,49,21,84,0,5,1,14,7,14,40,0,0,3,2,0,4,27,13,1,8,0,6,1,5,0,2,1,0,5,0,5,5,15,13,0.0,6.0,2,0,0,0,4,3
12/06/21,13,11,46,5,54,16,100,3,8,0,14,9,12,51,0,0,3,3,0,5,33,15,2,9,1,9,1,5,0,3,1,0,9,4,4,6,15,9,0.0,4.0,1,0,0,4,4,3
12/06/21,15,13,64,8,73,21,137,3,12,1,16,11,12,63,0,0,9,4,5,6,42,18,3,11,2,13,2,7,1,4,4,0,11,1,6,5,17,14,3.0,2.0,1,0,1,0,4,3
12/06/21,16,7,71,10,83,17,154,3,15,0,20,14,13,69,3,3,10,7,5,5,47,17,3,16,4,14,1,5,0,3,1,0,9,0,6,6,20,19,1.0,2.0,1,0,0,0,5,3
12/06/21,17,7,78,9,92,16,170,3,18,0,25,17,14,69,6,6,12,7,11,4,48,19,3,16,1,13,0,4,0,2,1,0,6,0,3,6,15,12,8.0,3.0,2,0,0,0,5,3
12/06/21,18,5,83,4,96,9,179,1,19,0,26,19,13,65,0,0,13,7,8,4,49,20,3,16,3,13,0,3,0,2,1,0,8,5,2,6,15,10,5.0,2.0,2,0,3,3,4,3
12/06/21,19,5,88,11,107,16,195,2,21,0,28,23,11,64,0,0,13,7,4,4,47,19,2,14,2,14,3,5,0,2,3,0,10,2,6,4,20,15,0.0,4.0,0,0,1,0,3,2
12/06/21,20,7,95,5,112,12,207,3,24,0,31,27,11,61,0,0,15,8,2,5,45,18,1,13,3,14,4,4,0,1,2,0,9,1,6,3,23,18,0.0,2.0,0,0,1,0,2,1
12/06/21,21,10,105,1,113,11,218,1,25,0,32,28,11,71,0,0,15,8,0,5,48,19,2,14,2,15,5,2,0,1,2,0,16,7,4,5,18,14,0.0,4.0,0,0,0,2,2,1
12/06/21,22,4,109,2,115,6,224,2,27,0,33,29,10,67,0,0,16,8,0,4,45,18,1,13,0,14,5,2,1,1,3,0,15,7,4,4,13,10,0.0,3.0,1,0,0,0,3,1
12/06/21,23,7,116,0,115,7,231,4,31,0,34,29,11,65,0,0,16,8,0,3,46,18,2,15,2,13,3,3,0,0,0,0,13,6,5,3,13,8,0.0,2.0,2,0,0,0,3,1
12/06/21,14,5,51,11,65,16,116,1,9,0,15,11,11,53,0,0,7,4,0,2,37,16,1,10,2,11,1,5,0,3,3,0,11,5,5,8,17,11,0.0,2.0,0,0,0,1,3,2
12/06/21,2,3,3,0,0,3,3,1,1,0,3,0,12,43,0,0,0,0,0,3,30,12,0,10,0,8,1,6,0,1,2,0,7,0,5,1,4,3,0.0,0.0,0,0,0,0,3,2
12/06/21,1,0,0,0,0,0,0,0,0,0,1,0,9,42,0,0,0,0,0,3,28,11,0,10,1,7,0,5,0,0,0,0,8,1,5,2,7,6,0.0,0.0,1,0,0,1,3,2
12/07/20,24,2,135,2,95,4,230,3,42,0,33,27,19,70,0,0,6,18,0,2,38,12,2,14,2,12,1,7,0,0,2,0,20,4,8,12,4,3,,,4,0,0,1,10,8
12/07/20,21,4,122,3,90,7,212,3,34,0,28,24,17,73,0,0,5,16,0,2,38,13,1,14,1,11,2,3,0,0,3,0,23,0,9,11,12,9,,,6,0,0,2,10,7
12/07/20,20,5,118,3,87,8,205,2,31,0,27,21,21,78,0,0,5,15,0,2,44,16,1,15,2,13,4,3,1,0,4,0,23,0,8,11,11,9,,,7,0,0,1,9,7
12/07/20,19,10,113,4,84,14,197,3,29,0,26,17,22,79,5,5,4,9,0,2,40,14,0,13,0,13,0,3,1,3,9,0,23,2,7,10,13,8,,,3,0,2,2,9,7
12/07/20,18,6,103,3,80,9,183,0,26,0,26,17,26,79,6,5,4,8,0,2,39,12,0,15,2,12,1,6,0,3,8,0,20,5,6,10,8,5,,,4,0,2,3,12,10
12/07/20,17,7,97,9,77,16,174,3,26,0,20,17,20,72,7,6,4,5,0,3,40,15,0,14,0,11,2,4,0,2,6,0,10,0,7,10,19,14,,,6,0,0,5,12,10
12/07/20,16,13,90,6,68,19,158,1,23,0,18,16,19,75,4,3,4,4,0,3,42,15,1,16,2,11,0,7,0,3,4,0,14,2,8,9,15,14,,,9,0,1,2,12,10
12/07/20,15,11,77,6,62,17,139,2,22,0,16,17,17,82,3,2,4,3,0,4,40,13,2,13,2,14,3,1,0,2,7,0,20,3,10,11,8,8,,,5,0,3,1,15,11
12/07/20,14,13,66,7,56,20,122,4,20,2,15,17,16,80,1,1,4,2,0,5,41,13,2,16,3,12,0,2,0,1,7,0,18,5,9,10,7,5,,,2,0,0,2,15,11
12/07/20,13,9,53,6,49,15,102,3,16,0,15,15,18,70,0,0,4,2,0,4,40,13,3,13,3,14,1,2,0,1,1,0,12,1,8,7,8,6,,,2,1,0,3,14,11
12/07/20,12,11,44,8,43,19,87,3,13,0,14,14,18,61,0,0,3,2,0,3,32,9,0,10,0,13,2,4,0,1,1,0,11,1,8,7,10,7,,,3,1,0,3,15,10
12/07/20,11,11,33,10,35,21,68,3,10,1,9,10,17,54,0,0,3,2,0,2,30,9,2,10,1,11,0,10,0,2,0,0,8,0,9,4,7,3,,,2,0,0,2,14,9
12/07/20,10,4,22,7,25,11,47,2,7,1,8,7,19,50,0,0,0,1,0,2,26,7,2,7,0,12,1,13,1,1,1,0,8,0,8,3,6,2,,,1,0,0,1,14,9
12/07/20,9,5,18,5,18,10,36,0,5,0,7,7,18,49,0,0,0,0,0,2,24,5,0,7,0,12,2,12,2,1,2,0,9,0,7,2,6,3,,,1,0,0,1,14,9
12/07/20,8,2,13,5,13,7,26,1,5,0,7,5,19,45,0,0,0,0,0,2,22,5,0,7,0,10,1,12,2,1,0,0,7,1,7,0,5,5,,,1,0,0,0,14,9
12/07/20,7,2,11,1,8,3,19,1,4,0,6,5,19,44,0,0,0,0,0,2,24,7,0,9,0,8,0,11,2,1,0,0,4,0,6,2,4,2,,,1,0,0,0,14,9
12/07/20,6,3,9,0,7,3,16,1,3,0,5,4,19,46,0,0,0,0,0,3,26,7,0,9,0,10,0,6,2,0,0,0,4,0,6,5,3,2,,,1,0,0,0,13,9
12/07/20,5,1,6,0,7,1,13,0,2,0,5,4,19,46,0,0,0,0,0,3,26,10,0,9,0,7,0,7,2,0,0,0,5,0,6,4,3,0,,,1,0,0,1,12,9
12/07/20,4,0,5,1,7,1,12,0,2,0,2,4,16,46,0,0,0,0,0,3,27,11,0,10,0,6,0,6,3,0,0,0,5,0,6,4,2,2,,,2,0,0,1,11,9
12/07/20,3,2,5,2,6,4,11,2,2,0,2,4,16,47,0,0,0,0,0,3,27,11,0,10,0,6,1,5,3,0,1,0,6,0,6,3,3,2,,,3,0,0,1,11,9
12/07/20,2,1,3,1,4,2,7,0,0,0,1,3,16,48,0,0,0,0,0,3,30,12,0,11,0,7,0,7,3,0,1,0,4,0,5,1,4,2,,,1,0,0,1,11,9
12/07/20,1,2,2,3,3,5,5,0,0,0,1,2,17,51,0,0,0,0,0,5,31,10,0,12,0,9,0,6,2,0,1,0,5,0,7,0,6,5,,,2,0,0,1,10,9
12/07/20,22,3,125,2,92,5,217,2,36,0,29,24,18,69,0,0,6,16,0,1,38,12,2,13,1,13,1,0,0,0,0,0,20,0,8,10,8,4,,,5,0,0,3,10,7
12/07/20,23,8,133,1,93,9,226,3,39,1,32,24,21,70,0,0,6,18,0,1,39,13,4,15,3,11,1,4,0,0,1,0,20,1,9,9,8,3,,,4,0,0,1,10,8
12/07/21,3,3,8,0,2,3,10,1,4,0,3,0,14,63,0,0,1,0,0,5,44,17,1,13,0,14,2,14,2,0,1,0,11,3,1,7,7,6,0.0,0.0,3,0,0,3,3,2
12/07/21,1,4,4,2,2,6,6,2,2,0,1,0,12,61,0,0,1,0,2,4,44,16,2,15,1,13,1,10,0,0,0,0,10,4,2,8,7,7,2.0,0.0,5,0,0,1,3,1
12/07/21,2,1,5,0,2,1,7,1,3,0,2,0,13,63,0,0,1,0,2,5,44,15,1,15,2,14,2,13,0,6,2,0,11,4,1,5,6,6,0.0,0.0,4,0,0,3,3,1
12/07/21,15,14,93,7,57,21,150,2,23,0,20,11,17,86,0,0,4,11,8,3,47,18,2,13,1,16,0,4,0,4,2,0,29,16,3,6,10,10,3.0,6.0,1,0,0,0,7,4
12/07/21,24,6,154,2,84,8,238,2,43,1,39,27,17,70,0,0,7,24,0,3,42,16,4,12,3,14,1,4,2,0,0,0,18,5,5,7,8,7,0.0,5.0,2,0,2,1,7,5
12/07/21,23,5,148,2,82,7,230,3,41,0,39,27,17,73,0,0,7,24,0,3,39,15,3,11,1,13,1,5,3,0,0,0,24,10,9,4,8,6,0.0,2.0,2,0,2,2,7,5
12/07/21,22,3,143,2,80,5,223,0,38,0,37,27,15,75,0,0,7,24,0,2,39,15,4,11,1,13,0,1,1,0,0,0,28,10,9,7,7,5,0.0,6.0,4,0,3,2,6,5
